cmtid,ctime,author_username,comment,rating_star
"4163863857","1614351922","fikryinside7","Kemasan:package super aman ! . Wangi:Wangi sesuai ekspektasi bgt, sesuai selera bgt sm gua yg suka seger2 fresh tapi gak too much. . . Sesuai selera bgt tipe wanginya 👍 mantap . ","5"
"6187882485","1633434305","ptraprlia","Kemasan:keren bgt cocok jg buat gift. Ketahanan:awet tahan lama. Wangi:udh pasti enak dong! agak mirip b*cc*r*t. . btw packaging sm botol sebelum2nya aja udh bagus dan keren bgt skrg packaging baru makin keren lagi aja woi😍","5"
"10874532812","1677497923","a*****8","Tekstur:Cair. Performa:wangi. Cocok Untuk:Unisex. . Wangi ny enak saya suka sdh beberapa x orderan hanya beda bentuk saja yg dlu kotak sekarang bgtu no problem TY seller","5"
"8938333471","1657548725","m*****2","Tekstur:pekat dan aku suka bgt. Performa:baik sangat baik. Cocok Untuk:cwk or cwk oke bgt sih. . Aromanya cocok buat di indoor dan bisa tahan lama meski kena bilas air berkali2.","5"
"16030628033","1722510946","a*****n","Aroma:harum tahan lama. Durabilitas:tahan lama. Tekstur:smooth menyenangkan. . Wanginya awet, seblmnya pake merk lain masih coba2 dan finally cocok sama parfum ini🫶🏻. Untuk pengiriman instan langsung sampai","5"
"4166760220","1614402520","r*****a","WOYYYY KENAPA INI BAUNYA KAYA BACCARAT 540 BANGET????? . cuma kalo si senoparty ini lebih kuat saffronnya sih. Di baju nempel 24 jam nih. Tapi kalo di kulit gua cuma 5-6 jam doang. GA SIA SIA NUNGGU RESTOCK DARI 4 BULAN LALU","5"
"6792922108","1638542128","d*****o","Kemasan:lucu,imut. Ketahanan:dipake siang di indor sampe malem masih kecium. Wangi:wanginya enak bangett plisss,seger banget. . Adminya ramah banget sumpah gak boong,fast respon,pesen malam besoknya langsung dikirim,kemasan aman banget no bocor no rembes no pecah,goodd lah,sukses onixx🥰","5"
"17131493524","1728804559","f*****t","Aroma:aroma maskulin tapi ga menyengat. Durabilitas:awet banget, pulang kerja masih wangi. Tekstur:standar. . Selalu suka dengan parfum onix,penasaran mau coba yg lain selain senoparty mexicola dan helena","5"
"6628777823","1637148205","y*****l","Kemasan:Yg model baru lebih mewah. Ketahanan:Melebihi zara donk ketahanannya. Wangi:Banget. . Semua variannya enak2 cuma tetep punya paling paporit ya ini senoparty soalnya yg paling ditanya org sekitar pake parfum apa pas pake varian yg ini😁👍👏","5"
"3387761621","1605387534","prelovedre","ini pesanan saya kesekian kalinya , bener bener recomended banget, packingan banyak improve bener bener serius dalam packingan nya, pengiriman tidak pernah bermasalah, wangi nya benere bener enak banget dan ga norak . senoparty best pokoknya. thank u onyx","5"
"7724430617","1646981006","r*****s","Wangi:enak bgt. Ketahanan:4 jam an. Kemasan:rapi. . first time beli parfum lokal yang lagi hype, dan suka bgt tp buat aku terlalu maskulin gitu.. tp tetep suka dan pengen ngendus terus 😭, ketahanannya kurleb 4 jam an di outdoor","5"
"6158514232","1633152793","p*****g","Kemasan:Elegan. Ketahanan:Pernah testi punya adek, kalo buat aktifitas normal tahan lama.. Wangi:Khas Onix. . Di kasih tw sodara, pas nyoba wanginya enak & segar, akhirnya beli.. tahan lama udh pasti. Hehe. Casual lah.. cocok buat aktifitas apapun.","5"
"10423420127","1672225973","r*****a","Tekstur:cair. Performa:wangi enak. Cocok Untuk:unisex. . Udh bbrp kali pesen disini, dan lagi2 jatuh cinta sama produknya. Wanginya enak banget, wangi mahal hahahaha cowo gue suka kalo gue pake parfum ini~ thanks banget buat tim Onix","5"
"6915264500","1639571128","s*****a","Wangi:enak pastiiii. Ketahanan:3-4 jam an. Kemasan:bagus bangeettt. . Akhirnya bisa beli senoparty, seneng banget siii","5"
"6565229309","1636724764","a*****n","Kemasan:simple tp lebih menarik saat ini. Ketahanan:belum . Wangi:belum di coba. . Pengiriman cepat bgt cm 1 hari ke Cirebon,,Baru pertama kali order yg senoparty semoga cocok wanginya,,yang lain seperti abraham dan FWB wangi ok bgt cocok bwt karakter sy","5"
"4375512013","1616657981","r*****7","Kemasan:sangat baik. Ketahanan:ketahan seharian penuh. Wangi:wanginnya sangat harum. . saya sangat menyukai produk ini karena produk ini benar benar bagus dari mulai kemasannya sampai barang barangnya terima kasi ONIX SENOPARTY","5"
"8007817824","1649433303","campuran.id","Wangi:💯% banget. Ketahanan:unlimited. Kemasan:standar. . Alhamdulillah paket sudah diterima, terimakasih testernya🥰 pengiriman cepat, respon seller cepat dan amanah,packing rapih tapi bagian dlm sedikit tumpah dn basah,next dlm nya diperhatikan lgi ya ka🤗🤗🥰. . Thanks seller n kurir. Thanks shoppe ❤️❤️","5"
"4434718485","1617348263","b*****t","Kemasan:matul serius gemoy. Ketahanan:belum coba sih berapa lama 😅. Wangi:Enak pake banget ditambah serius gabohong. . aku jatuh cinta sama onix senoparty serius gabohong dan gak akan bisa move on 🥰","5"
"6798746644","1638605089","muhammad_daffa175","Kemasan:kemasan luar oke. untuk kemasan dalam ( botol kaca ) agak kurang memuaskan bisa dilihat sendiri yaa . Ketahanan:kalau ditangan sekitar 4 sampai 5 jam an. Wangi:normal ( b aja ) ngga se wow banget. . emmm menurut saya sendiri sih masih okelah, dengan harga segitu masih bisa ditoleran. Tapi tetep aku ngga ekomendasikan nih parfum yaaa ges ya","3"
"8045535136","1649741890","aldinahmad24","Wangi:wangi nya manis maskulin gitu mantepp. Ketahanan:6-8 jam. Kemasan:nice packaging dari box nya sampe dipakein buble wrap, jadi jangan takut kenapa"" selama pengiriman. . Pengiriman nya cepet banget cuy , pesen siang besok pagi nya sampe","5"
"3320864116","1604568687","rmdhni_a","Packing bagus aman sekali, pengiriman super cepat. Baunya enak tapi belum dicoba dipakai apakah awet seharian. Baunya soft, mewah, cuman agak familiar di saya. Nice 👍 ","5"
"6928440564","1639652137","awaliya468","Wangi:kuat bgt. Ketahanan:mayan. Kemasan:bagus mewah.. . Apa selera aku yg buruk apa gimana.. Tpi ini parfum wanginya kuat bgt gk ada soft2nya.. Apalagi ada yg bilang wangi prmen karet jauh bgt😭.wanginya lebih ke wangi om om.. Pdhal udah lama nungguinsold out trus sekainya bisa beli mlah jauh dri ekspektasi.. Kyaknya selera aku buruk deh,pda bilang enak sj","5"
"4223092517","1615003319","m*****a","Kemasan:super tebel pelindung nya jd sangat aman kemasan di dlm. Wangi:Wangi favorit saya. . Wangi asli ini favorit saya, paketnya sangat tebal dan cepat proses ny 1 hari 2 smlm sudah sampe, berkah terus toko ny ","5"
"7584896193","1645755950","sameernasri078","Wangi:sebelum buka aja sdah wangi apalagi di pakai ,. Ketahanan:pokoknya tahan lama. Kemasan:bgus sekali,saya kasih bintang 5 ,andai ada bintang 10 sya ksih 10 guys","5"
"3374080660","1605254765","t*****d","Pertama kali nyoba. Respon seller super fast. Pesan tgl 11, tgl 12 dah nyampe sleman. Packing aman ga abal2. Baru nyoba semprot dikit di tangan, wanginya enak cuma belom tau ketahananannya.","5"
"6258493460","1634051466","d*****9","Kemasan:kemasan terlihat mewah. Ketahanan:Wanginya awet. Wangi:Enak, lembut","5"
"3399973461","1605510720","ocaviaaaaa","Barang mendarat dgn selamat , kecepatan pengiriman termasuk cepat dari bekasi ke sby . Bau nya enak bgt kek parfum baccarat cm versi soft nya ini . Bisa recomendasi in yang bau manis ga si buat cwe? Tolong y seller buat bls komen nya hehe . Terimakasih","5"
"12307927620","1692259840","aprisalmd28","Cocok Untuk:didalem ruangan sih ini mah. Tekstur:spray bagus menyebar. Ketahanan:lumayan lah tahan lama klo utk didalem ruangan, klo diluar ruangan ya sama aja kya parfum pada umumnya pasti cepet hilang","5"
"5344661643","1625990821","emonionn","Kemasan:simple sekali, tapi aman soalnya di dalem box ada sponsnya. Ketahanan:lumayan awet. Wangi:awal semprot seger sama ada manisnya dikit, lama kelamaan baunya nagih wkwkwk enak wanginya. . baru pertama nyoba ni merk, not bad👍🏻👍🏻👍🏻bener2 boost my day","5"
"6518531865","1636342748","a*****y","Kemasan:sangat aman tidak ada yg tumpah...kemasan sgt mewah cocok untuk kado ultah . Ketahanan:belum di coba. Wangi:sesuai expektasi. . Sangat suka belanja di sini cpt bgt smpeknya","5"
"5887521952","1630835668","itsmetasya","Kemasan:aman. Ketahanan:belom coba. Wangi:mirip baccarat. . Lagi suka banget sama perfume, trus beli ini krna lewat fyp tt sama liat di yt reviewnya bagus2. Lumayan sih, next pengen beli yg fwb. Pengiriman juga cepet banget!♡︎","5"
"4289456542","1615648723","juliussinahak","Kemasan:kecee abisss. Ketahanan:semoga tahan lama. Wangi:wangi y pass. . Pokoknya gak senoparty gak heppy . The next nyoba mexicola dan fwb . Buru restok lagi min . Ditggu terussss nih ","5"
"12022352599","1689600433","lavita99.id","Performa:tahan lama. Cocok Untuk:pemakaian sehari”. Tekstur:cair. . Botol ke dua di onix tadinya pakai mexicola terus ini coba senoparty ternyaa lebih suka yg ini wanginya pebih fresh aja","5"
"5121433504","1624005709","e*****a","Kemasan:botolnya simple, kardusnya tebel, bubble wrap tebal. Ketahanan:dibaju 6jam lebih masih kecium kuat, ditangan 6jam masih kecium tapi tipis. Wangi:lebih suka ini dipakai mas mas","5"
"6726486615","1637938371","n*****n","Kemasan:cuantik poolll eksklusif🤩🤩🤩 👍👍👍. Ketahanan:semoga benar tahan lama . Wangi:wanginya mirip bacarat rounge . . Harapan terbesar adalah betul tahan lama dan sudah bisa tercium radius 1 meter, i  hope this🥺🥺🥺","5"
"5018010240","1623165044","hendraarif2424","Kemasan:Sangat bagus. Ketahanan:Tahan lama bangetttt. Wangi:Seger banget cewek cewek pada suka . . Gak pernah nyesel emang pake senoparty ini dah ini pesanan kedua gue next kalo abis langsung capcus sini lagi dah 👍","5"
"2836621416","1597325882","i*****1","suda sampai yaa bro.. . wanginya langsung nyengat enak bgt ,kirain dapet sample mexicola ternyata gak dapet😒😱.pengiriman ke semarang cepet sehari aja ,bublewrap aman tanpa tumpah ,sesuai pesanan. bakal order lagi ni ,makasih onix","4"
"16337104166","1724904779","r*****o","Aroma:aroma wangi cocok. Durabilitas:durabilitas sepertinya lumayan juga tahan lama. Tekstur:tekstur nya lembut, empuk, dan crispy. . Mantap gan. Seno-party abizzz. Cwk lgsg klepek-klepek kaya kena peletnya ki arjuna samudra","5"
"6190323326","1633454429","tatoxtato","Kemasan:cakep bener free stiker juga. Ketahanan:8 jam oke. Wangi:mirip mirip sama salah satu parfum punya nama, tapi ini onix berkarakter sih. . tau tau paket udah nyampe aja buset dah cepet bener onix sip","5"
"3149644449","1602240298","farhannn1308","Pengemasan barang sangat terjaga, pengiriman cepat banget, dan waktu gua buka, edann berasa parfum eksklusif dan dibalut wangi nya yang harum. Next order lagi dong pastinya.","5"
"9089174488","1658901848","n*****i","Tekstur:nggak lengket. Performa:udah dicuci tetep wangi. Cocok Untuk:kulit apalgi kalo berkeringat baunya malah harum. . Udah kesekian kalinya order nggak pernah bosen sama si seno ini😍thanks onix💋","5"
"6589827876","1636899620","michaeldedi","Kemasan:Packing bagus dan rapi kaya box jam tangan. Ketahanan:Belum dicoba. Wangi:Wanginya enak manis tapi soft dan ga menyengat. . . Mantab overall, pengiriman juga cepat, satu hari sampai padahal weekend. 👍👍👍👍👍","5"
"8155152282","1650625439","e*****e","Wangi:enaakkksss bangetttt. Ketahanan:tahan lama seharian berhari2 malah kayaknya klo ga mandi wkwk. Kemasan:standar lahh. . Produk sesuai pesanan, pengiriman cukup cepet, wanginya enak parfum favorit sepanjang masa udah beli keduakalinya, thx seller","5"
"7496685900","1644926093","micheliceng","Wangi:wanginya elegant. Dibilang feminim gak maskulin banget juga nggak. Unisex sih ini.. Ketahanan:belum tau. Kemasan:bagus. . Bagus sihhh wanginya beneran elegant dan unisex sih ini. Enakk tapih..","5"
"3358141865","1605079071","adhamharyo","Packagingnya rapi, cepet sampainya, dan mendarat dengan sempurna. Wanginya awet banget padal udah dipakai buat mandi juga. Bukan pengguna parfum, namun kali ini beli karena lihat review yang katanya lumanyan bagus. Semoga orang-orang disekeliling merespon positif aroma ini.","4"
"6249070099","1634001431","sehzadeaurum17","Kemasan:kewrennnnnn. Ketahanan:lamaaaaaa. . Wangi:wanginya enaaqqqqqqq. notes terakhir karamell. . Btw maap videonya ga sesuai. Xixi. Karna sejujurly itu buat kado. Hahaha. Tapi ku semprot dikit karna khepow","5"
"5888267168","1630841252","p*****i","Kemasan:Baik. Ketahanan:4jam-12jam. Wangi:The best. . The best banget pokoknya nih parfum onix, order kedua kalinya, tetep suka parfum ini, dan recomended banget nih buat dibeli, onix the bestt 😍","5"
"8088926874","1650100190","y*****4","Wangi:wangi. Ketahanan:lama. Kemasan:dabes. . Wangi oke,  tapi gw kurang suka wangi"" familiar. Wangi"" yg bakal ngundang perhatian orang  seno adalah farian ke 3 yg gw coba.","5"
"7725854772","1646990566","d*****a","Wangi:yaa awal awal kayak betadine bau nya.. apa emang begitu? i dont know. Ketahanan:lama kayaknya tp belum dicoba. Kemasan:sangat baik dan rapi. berkelas... . Dicoba dulu semoga baunya enak.. Tp first impression 7/10","5"
"7622994422","1646129656","novanda.pgm","Kemasan:botol standard bisa lebih bagus 😍. Wangi:Notesnya mirip B*c*rt baunya mirip2 gitu. Ketahanan:Blom coba. . Pengiriman & pengemasan: cepet bgt 😭 uda bener pake sicepat wkwk. Review: waktu pertama semprot langsung familiar bau bccrt tapi ada bau mirip alkohol (gatau apa) yg kecium mayan strong kaya bau rumah sakit lol. Uda ku semorot bbrp kali di leher but doubt it’ll last long or fragrant we’ll see ya.","4"
"10473244214","1672832869","a*****5","Tekstur:cair. Performa:belum tau tahan berapa lama. Cocok Untuk:sehari-hari kerja dan hang out. . Wanginya seger, awalnya emang strong tapi lama kelamaan jadi soft. Udah dua kali beli disini, semoga cocok sama wangi yang ini 😁","5"
"2330071165","1588490787","rds_67","Respon penjual sangat baik ⭐️. Pengiriman sangat cepat ⭐️. Packing sangat aman ⭐️. Barang sesuai ⭐️. Cintai produk Indonesia ⭐️. . Saya akan pakai sebagai parfume harian 👍","5"
"7626506843","1646164074","namiraziza14","Wangi:awet dan enak. Ketahanan:awet. Kemasan:oke kokk kecil bisa dibawa di tas. . second purchase dr onix dulu pernah beli yg fwb, enak juga tp kadang lebih suka ini untung lg ada stoknyaa","5"
"5101046788","1623835714","n*****n","Kemasan:amann bnget. Wangi:hampir kayak baccarat gtu. cocok buat cowok. . bagus bngett dong suka . bubble wrappnya tebel banget savety . recommended bnget buat jdi kado 😍","5"
"2941397717","1599131219","fairuzindana","Saya tertarik beli varian ini karena reviewnya yang bagus. Katanya mirip varian parfum merk ternama. Setelah datang, agaknya saya familiar dengan aromanya. Aromanya memang aslinya manis. Segar. Belum diuji ketahanannya. . ","5"
"4561427730","1618635548","f*****5","Kemasan:kemanasa mantep packing aman terkendali , pengiriman cuman 2 harii mantep dah yg blm coba buruan dah. Ketahanan:ketahanan joss lah. Wangi:wanginya enak bener, mirip baccarat tapi ini lebih enak mantep dehhh","5"
"10329230083","1671197680","s*****r","Tekstur:Lembut. Performa:sangat baik. Cocok Untuk:unisex. . Pas diterima isi nya bunyi dong,takut nya botol udah pecah atau bocor. Sekali di unboxing untungnya aman hehe. Thanks onix, paket udah sampai kalbar dengan selamat. Ini udah orderan yg kesekian kalinya.","5"
"3527363672","1607005349","y*****l","The best bgt sihh.. Thank u. Pengiriman nya juga cepet, pesan kemaren tadi sore udah mendarat.. Pengemasan nya gila sih rapih bgt semoga terus mempertahankan kualitas ya.. ","5"
"8905063486","1657277581","r*****a","Tekstur:okee. Performa:wangi paling nagih. Cocok Untuk:all gender. . Enak banget sampe repurchase, wanginya kek orang kaya, elegan juga tp long last lah 5 jam di indoor","5"
"3276423677","1603935411","n*****y","Terima kasih parfume nya sudah sampai. Wanginya bener2 kaya baccarat dong, ku sukaa. ditambah pengirimannya cepet banget, dan sis/bro nya juga fast respon sekali. Pokoknya rekomended deh beli disini. Sukses selalu ya","5"
"4715889789","1620192419","r*****a","Kemasan:kemasan udah downgrade menurut ku, dan gak dapat stiker sama greeting card lagi. . Ketahanan:lumayan lah, 4-6 jam mungkin. Wangi:wanginya lumayan, tapi memang gak asing atau mungkin emang pasaran. Baccarat gitu.. . Packing oke, tebal dan harusnya aman. Pengiriman juga cepat.. . Soal wanginya ya kembali ke selera masing2, kalo di aku cuma kerasa baccarat doang dan sering nyium aroma ini.. . Sisanya ya itu, packaging nya, stikernya bergelembung kena rembesan dari sprayer, tutup juga rusak dan susah dibuka. 🙏🏼","4"
"6202835380","1633579490","sasaserlinda1","Kemasan:bagusssss . Ketahanan:tahann lamaaaaaa . Wangi:baunya enak wangiiiiiii cowoo bgt soft . . next coba varian lainnnn","5"
"9437676515","1662021381","m*****a","Cocok Untuk:unisex. Tekstur:lembut. Performa:wangi. . Produk yang dikirimkan sudah sesuai dan kecepatan pengiriman yang baik","5"
"15681292121","1719795300","r*****o","Aroma:wanginya khas. Durabilitas:lumayan tahan lama. Tekstur:tidak bikin gatal di kulit. . Sudah cocok menggunakan senoparty. Mantap. Sukses selalu min","5"
"2233815532","1586433351","ardipratama_888","Packingnya tidak pernah mengecewakan, aman dengan buble wrapnya, ini merupakan Pembelian ke dua, jadi sekarang punya 3 botol EDP keluaran dari onix.id, wanginya emang enak banget, ditambah promonya oke dishopee, bagaimana gak mau ngoleksi varian lainnya ☺️💖 ","5"
"30589207273","1739175824","nvlhlmi","Aroma:semprotan pertama strong banget tapi akhir"" enak mirip bakarat😁. Durabilitas:kata temen"" sih tahan lama, tp saya sendiri ga nyium aromanya. Tekstur:halus, ga lengket, ga berminyak gitu","5"
"2934876308","1599033688","i*****a","Wanginya bikin nempelll 😍 baru pertama order.. Gak pernah beli parfum cowok dan akhirnya nemu ini,, asli wanginya enak.. Semoga doi suka 😇😍😝 pengiriman nya sangat aman 👍👍","5"
"6442934550","1635583894","ihsannuriman","Kemasan:terbaik. Ketahanan:seharian bisa tahan. Wangi:ga terlalu menyengat. . makin terbaik onix apalagi senoparty","5"
"4339732836","1616229718","tekikatostore01","Kemasan:bagus,. Ketahanan:blm tau. Wangi:wangi. . Baru dateng buat awal sih suka lumayan bagus tinggal diliat besok2nyq begimana. Tapi asik sih pengerimannya cepet bangt itu yg saya suka","4"
"17064040443","1728625905","muftikhoerozaki01","Aroma:wangi dan menyegarkan. Durabilitas:produk sangat tahan lama. Tekstur:lembut dan tidak menimbulkan rasa lengket. . wanginya kaya lotion dari Scarlett yang pink","5"
"4904442978","1622053921","destypus6104","Kemasan:aman banget si . Ketahanan:ga terlalu lama. Wangi:seger si tapi mirip wangi abangku. . Mantep si wanginya tapi ga terlalu sesuai sama yg diharapkan༎ຶ‿༎ຶ tapi tetep enak ko asli , botolnya pengemasannya aman banget. ","5"
"4227411254","1615028744","m*****_","Baru pertama kali nyoba senoparty dan gua pribadi agak kurang suka sama aroma setelah spray parfumnya, lama lama wanginya enak sih kalem gitu, gua bingungnya doi kok lengket bener dah pas lagi jalan, gua bingung ini onix bikin parfum apa pelet, tapi good job sih onix bisa bikin parfum kek gini👍","5"
"15792562146","1720615913","h*****s","Aroma:ternyata wanginya kayak baccarat. Durabilitas:belum dicoba, tapi pernah coba yg mexicola tahan lama. Tekstur:cair. . Bungkus kotaknya mewah","5"
"4262350354","1615372583","ziahhhhhhhhh","Kemasan:luxurious . Ketahanan:2-3 jam. Wangi:wanginya seperti body lotion scarlett yang charming. . i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it i love it ","5"
"15452909686","1717908712","b*****8","Aroma:favorite. Durabilitas:lumayan lama. Tekstur:menarik. . Parfume sampai dengan cepat , wangi favorite , dan baru kali ini beli yg 50ml kok ukurannya hampir setara dengan ukuran 30ml ya hehe dan kok tumben ya warnanya kuning parfumenya","5"
"2538651521","1592044278","farizputraramadhan04","Barang cepet banget sampainya, kemarin transfer hari ini sampai 👍🏻 untuk packing nya oke banget ,bubble wrap nya tebel jadi ga mudah pecah 😁untuk wanginya sih lumayan enak .. wanginya kalem ga terlalu nyengat banget 👍🏻👍🏻 ","4"
"2904507699","1598484634","muhammadstiawan12","Pesanan sampai dengan aman. Pesanan sesuai deskripsi. Gilee wanginya tajem parah, wanginya manis-manis enak,tahan lama juga walau udah kena air. Sampe temen-temen pada nyari sumber wanginya 😂. Mantap onix 👌👌👌","5"
"10683062821","1675333207","s*****s","Performa:Tahan 4-5 jam, bahkan besok jg msh kecium. Cocok Untuk:Cowo sih ini mah. Tekstur:Lembut. . Udah nyoba fwb, gratitude, scorpio dan yg paling enak dan kalem tuh ya ini senoparty, laki bgt gitu, cewe cewe suka","5"
"10327232741","1671187245","p*****a","Tekstur:liquid. Performa:tahan lama sekitar 8jam an lebih. Cocok Untuk:unisex. . Dlu pertamakali beli yg onix taurus udh jatuh cinta, trnyata ga restock lg jdi skrg coba yg senoparty hehe. . Aroma yg pertama kali kecium mirip² bacarat tapi versi soft, midle notes nya yg paling kecium white floral gt sih, bukan style wangiku tapi boleh lah","5"
"8296509677","1651910865","h*****p","Wangi sih lumYan tahan cuma ini yg wanginy vanilla banget yg nyes gtu","5"
"6623490162","1637124815","fitriaep","Kemasan:mewah bgt trs aman . Ketahanan:belum dicoba sih,semoga awet ya kaya review yg di comment. Wangi:wangi nya enak ","5"
"6193772443","1633497900","j*****e","Kemasan:botol unyu. Ketahanan:wangi pol. Wangi: berkelasss. . makaseehhh seller nya, menghadirkan wangi yg elegan, sukak next time beli farian lain, ahihihj","5"
"5263468979","1625315926",".*****y","Kemasan:Serius kemasan parfum nya elegan terlihat sperti parfum mahal😍wangi parfumnya sperti yg ak pake🤭  . Ketahanan:Belom coba Karena untuk kado. Wangi:Wangi","5"
"7867377887","1648274524","prmsr_","pertama aku nyobain beli yg fwb, trs temen kerja aku nanya kamu pake parfume apa si wangi nya seger kek freshy gitu, trs yg kedua aku nyobain mexicola eh temen kerja ku juga sampe nanya pake parfume apa soalnya wangi nya enak manis gitu jd kepengen meluk wkwk, dan kali ini mau nyobain si senoparty","5"
"4313814109","1615949813","i*****m","Kemasan:rapih luar biasa. box super elegan putih dop sma hard covering. mantap suarantap. Ketahanan:seharian dong harumnya brgkt jm 8 sore masi ttp wangi. Wangi: parah harrum nya. nagih. . Mantaaaapp ziwa rekomended pokonya.","5"
"5862071004","1630584793","a*****y","Kemasan:keren sje. Ketahanan:belum dicoba. Wangi:masih bingung sama wanginya. . Pengiriman cepet banget, yg kemaren pake mexicola sie ga mengecewakan, makanya nyoba yg ini","5"
"7388026772","1643891629","ritaparamitha","Wangi:lumayan. Ketahanan:blm tau. Kemasan:ok rapih. . Aku agak kurang suka wanginyaaa tp gatau kalo misal dipake keluar gimanaaa. Cuman oke bgt dpt harga diskon. Trusss perfume lokal pula🥺❤️","4"
"5862232964","1630585779","stevanmc","Kemasan:nilai sendiri deh, packaging keren. Ketahanan:belom coba pake buat keluar. Wangi:mirip baccarat. . kek baccarat wangi nya, sumpah enak banget buat di pake buat dating, hangout atau kondangan. pokonya cocok buat di pake segala acara dan buat mimin tercinta. mohon itikad baik nya ya untuk merestock FWB untuk terakhir kali nya!!!! parfume seenak itu malah di ilangin, kan kasian FWB an nya☹️☹️☹️","5"
"4420572152","1617185984","chusard_","Kemasan:superduper aman . Ketahanan:semoga awet. Wangi:cocok buat party sih emang, sesuai nama. . Tapi aku kurang suka 😂","5"
"5015133605","1623149846","iambahtata","Kemasan:apik... rapih dan tebel banget wrap nya. Ketahanan:belum di coba, semoga bisa tahan 6-7 jam. Wangi:wangi ga terlalu soft tapi so so.. mungkin kalau udh dipakai lama dalam ruangan AC jadi soft, karna . . Terima kasih gan.. Sukses selalu 🙏","5"
"5224602743","1624963480","robby_ekaa96","Kemasan:terlalu minimalis kalo menurut gw. Ketahanan:lumayan lama. Wangi:enakk. . Buat wanginya sih enakk di gw, tapi kemarin spray nya pas saya terima rusak tapi udah di ganti kok sama sellernya terus csnya juga ramah ramah","4"
"16386943603","1725271543","j*****m","Aroma:wangi. Durabilitas:blom tau. Tekstur:cair. . happy akhirnya sampai . dari awal pesan udah nunggu” kapan sampainya dan akhirnya sampai","5"
"6457350457","1635746316","lisdaoktaviani","Aroma baccaratnya bkin nagih. Walau kena air tetap gk mau hilang baunya. Mantul deh","5"
"4213319424","1614917468","r*****o","Kemasan:classy. Ketahanan:8 jam. Wangi:mirip bacarrat. . beneran bukan produk kaleng-kaleng, wanginya tahan lama. dipake pagi pulang sore masih kecium bgt wanginya. kemasannya juga oke.","5"
"6237647004","1633887015","djfjgudkod","Kemasan:bagus woiiiii. Ketahanan:4 jam. Wangi:enak menurut ku. . bagus kemasannya premium sesuai harga askkwkwksksksk, tahan wanginya walau kepanasan naik motor wkkwksk","5"
"2786484594","1596560635","dezy.bull","Mendarat dg selamat kaka..parfume wangi nya ok lebih cocok buat cowok ..tp aq cewek pke jg wangi ny enak..pengiriman cepat...seller nya ramah..okokokok","5"
"9624608041","1663776110","sumono23","Tekstur:lembut  kalem. Performa:keren. Cocok Untuk:dipakaidi kantor maupun santai. . kemasan bagus  pengiriman cepat, respon penjual baik dan cepat","5"
"4327387976","1616085107","m*****4","Kemasan:bagus banget, agak norak sih soalnya gak biasa beli parfum ginian biasa beli yg murahan doang wkwk. Ketahanan:dari jam 9 pagi di semprot ke baju jam 5 cuman kurang sedikit doang aromanya wkwk awet parah. Wangi:lebih ke manis sih, awalnya sedikit tajam tapi lumayan nyaman baunya. . awalnya beli karna penasaran banyak yg suka, ternyata emang mantep wkwk. ekspedisi nya juga mantul ke smd Kaltim 2 hari doang. thanks segerobak buat seller nya","5"
"7957328108","1649072934","r*****r","Wangi:senoparty. Ketahanan:masi coba. Kemasan:bestttt. . Enak segerrr best dahhh semoga cocok","5"
"16119285874","1723194562","a*****n","Aroma:wangi. Durabilitas:baik. Tekstur:baik. . Udah pernah coba yang wangi fwb dan enak, ini coba wangi varian lain mudah mudahan sesuai epketasi jg..tks","5"
"5224620430","1624963584","n*****l","Kemasan:Aman banget! Dus tebat, pake bubblewrap pula. Ketahanan:Sekitar 4 jam an. Wangi:enak, maskulin, akhirannya ada manisnya. . Maaf saya pakai foto nya yg mexicola","5"
"5977705253","1631578869","rizanurul05","Kemasan:okee tapi kadang suka bocor dikit. Ketahanan:4 jam lebih. Wangi:lumayaan tapi ga setahan lama fwb sampe org2 nanya sama aku pake parfum apa niihh agak sedih siih","5"
"5241967636","1625124861","nahdaristiadi","Kemasan:oke bangett. Ketahanan:belum tauu, kalo yg fwb 5jam an. Wangi: agak nusuk gtu sih baunya, dan gatau ini bau apa jujur. . Baunya si gatau apa ya jujur, ga bisa deskripsiin, unik gtu. Bunga bukan buah keknya jg bukan, baunya tajemm gtu tapi masih unisex menurutku. Smpet ngerasaga suka karena ga familiar ini wangi apa. Tapi setelah beberapa jam wanginya jadi softtt, sukakkk! 😍","5"
"5959826805","1631447154","meldyaldina99","Kemasan:aman surahmannn. Ketahanan:Baum tau. Wangi:wangii. . Bagus banget sih ini,udh beli yang ke 2 kalinya ga pernah ngecewain","5"
"6517719021","1636336692","n*****a","Kemasan:excellent . Ketahanan:8 Jam. Wangi:enakk banget. . Recommend lah pokoknya wanginya, wanginya bisa tahan seharian untuk saya oemakaian di ruangan ber Ac","5"
"4441474232","1617435401","p*****4","Kemasan:Packing rapi dan aman. Ketahanan:tahan banget dari pagi sampe sore. Wangi:wanginya harum banget, tapi harus nunggu bentar supaya wnaginya bener2 keluar. . Recommended deh ","5"
"6361326517","1634826571","a*****8","Kemasan:elegan. Ketahanan:tahan lama walau kena air masih harum. Wangi:khas dan agak menyengat","5"
